Gene,SDI
CYP21A2,1.96359409
CYP21A2,1.96359409
CYP21A2,1.96359409
CYP24A1,4.71286639
CYP26A1,1.96359409
CYP27A1,2.32162457
CYP27B1,2.76362407
CYP51A1,5.87750878
DAB1,8.83248018
DAB2,9.87092111
DACH1,2.70285551
DAD1,3.8230854
CD55,10.83122456
DAG1,27.76546603
DGKA,2.92690489
DGKB,1.93488498
DGKG,1.93488498
DGKQ,8.69459385
DAO,4.58240994
DAPK1,3.86337564
DAPK3,4.91100531
DARS1,4.81661678
DAXX,7.10126949
DAXX,7.10126949
DAXX,7.10126949
DAXX,7.10126949
DAXX,7.10126949
DAZ1,3.7955353
DAZL,4.84638201
BRINP1,3.92976742
DBH,12.63081829
DBI,2.8936815
DBN1,8.71419635
DBP,0
DBT,4.21980272
DCC,3.97636598
ECI1,1.47083869
DCK,2.61026656
DCN,5.92393642
DCTD,0
ACE,7.94256213
DCT,3.91005399
DCTN1,21.04928473
DCX,5.71614039
DDB1,10.58782484
DDB2,4.85276007
DDC,4.96758883
AKR1C1,1.99992492
AKR1C2,1.24285218
GADD45A,3.48181558
DDIT3,9.51308986
DDOST,8.79008521
DDT,2.95250953
DDT,2.95250953
DDX1,8.70082203
DDX3X,11.6768413
DDX5,6.78253883
DDX6,12.40341934
DMXL1,0
DHX8,5.86951554
DHX9,19.46760584
DDX11,11.30917204
DHX15,6.73874224
DECR1,4.41471199
DEFA1,5.89672826
DEFA1,5.89672826
DEFA3,4.92669639
DEFA3,4.92669639
DEFA4,4.91688019
DEFA4,4.91688019
DEFA5,4.87990619
DEFA5,4.87990619
DEFA6,2.92364827
DEFA6,2.92364827
DEFB1,6.90838513
DEFB1,6.90838513
DEFB4A,3.94350326
DEFB4B,3.94350326
DEFB4A,3.94350326
DES,10.89039043
CFD,4.5820033
CFD,4.5820033
DFFA,5.76476417
DFFB,4.40776742
TIMM8A,2.44395348
GSDME,2.92690489
COCH,1.00352946
DGUOK,4.36315249
DHCR7,5.65907179
DHCR24,8.66833437
DHFR,1.73010826
DHODH,6.89144335
DHPS,0
CYB5R3,9.69810207
NQO1,3.8377306
DIAPH1,6.83107258
DIAPH2,4.54317864
SEPTIN1,9.55610889
DIO1,2.97889485
DIO2,2.85393962
DIO3,2.98737595
DKC1,7.60163494
DLAT,4.57026849
DLD,8.66835992
DLG1,29.58500926
DLG2,12.87344786
DLG3,13.89535885
DLG4,25.71591157
DLST,5.82526799
DLX1,0
DLX2,0
DLX3,0
DLX4,0
DLX5,1.98118533
DLX6,0
DMBT1,8.91088872
DMD,16.82799058
SARDH,2.59674827
DMP1,3.94241049
DNM1,23.65947988
DMPK,6.62595818
DMRT1,1.86907763
DMWD,2.97397367
DNA2,6.41033397
DNAH5,4.62482919
DNAH6,3.75666424
DNAH8,3.10842748
DNAH9,5.61690079
DNASE1,3.93618184
DNASE1L1,3.87347466
DNASE1L2,2.95412667
DNASE1L3,2.86407899
DNASE2,1.99693076
DYNC1H1,9.84580654
DYNC1I1,12.40813404
DYNC1I2,6.60539208
DYNC1LI2,7.80528322
DNM2,35.51619574
DNMT1,3.70107819
TRDMT1,1.95715773
DNMT3A,7.42779823
DNMT3B,3.32222052
DNTT,5.42818464
DOCK1,5.72558716
DOCK2,5.97577283
DOCK3,0
DOK1,2.6679542
DXO,2.94848403
DXO,2.94848403
DXO,2.94848403
DXO,2.94848403
DXO,2.94848403
DXO,2.94848403
DPAGT1,4.78050244
DPEP1,8.91291128
DPH1,2.99131281
DPH2,0
DPP4,14.89730217
DPP6,2.94027811
DPT,2.28458381
DPYD,1.24285218
DPYS,1.99992492
DPYSL2,4.97348128
DPYSL3,6.95864194
DR1,2.68957712
SLC26A3,5.77017183
DRD1,6.90158655
DRD2,13.7827548
DRD3,5.85347031
DRD4,4.90192881
DRD4,4.90192881
DRD5,6.82619268
DRG2,3.91205016
ARID3A,4.6701473
DRP2,4.96776138
ATN1,5.66474936
DSC1,7.90448711
DSC2,7.93081158
DSC3,8.80248872
DSCAM,7.90075463
RCAN1,1.86907763
DSG1,9.70280054
DSG2,11.78102126
DSG3,5.91470218
TSC22D3,0
DSP,12.88289324
DSPP,2.90800636
SLC26A2,5.79330318
DTNA,6.94708862
DTNB,1.9940426
HBEGF,6.9061915
DTX1,3.59993964
DTYMK,5.28862866
ECM2,1.44190068
DUSP1,1.86907763
DUSP2,2.81407997
DUSP3,3.89614391
DUSP4,2.75424746
DUSP5,2.75424746
DUSP6,2.7113023
DUSP7,2.7113023
DUSP8,2.61026656
DUSP8,2.61026656
DUSP8,2.61026656
DUSP9,2.61026656
DUT,3.72966163
DVL1,12.86102136
DVL2,9.56425032
DVL3,1.99119815
DYRK1A,7.81064232
TOR1A,14.56650503
E2F1,6.61805308
E2F2,1.6427317
E2F2,1.6427317
E2F3,1.6427317
E2F4,2.81041704
E2F5,5.31032309
E2F6,3.32532286
E4F1,2.91272949
EBF1,0
GPR183,1.74820254
ECE1,10.87846498
TYMP,0
ECH1,5.76542792
ECH1,5.76542792
ECHS1,1.47083869
ECM1,4.78985328
ECT2,8.84656972
EDA,10.84795095
S1PR1,7.85230858
LPAR1,7.86112573
S1PR3,1.74820254
EDN1,6.87802251
EDN2,2.89203741
EDN3,2.89203741
EDNRA,1.74820254
EDNRB,3.94116561
PHC1,3.11435059
PHC2,4.31209495
EEF1A1,15.79365287
EEF1A2,5.81880819
EEF1B2,4.30137852
EEF1B2,4.30137852
EEF1D,5.41769941
EEF1D,5.41769941
EEF1G,5.77991084
EEF2,12.85353649
EIF2D,3.75159233
EFNA1,2.9211633
EFNA2,3.98426849
EFNA3,2.76090409
EFNA4,3.8737865
EFNA5,4.95688971
EFNB1,6.95611922
EFNB2,2.93341845
EFNB3,1.74820254
EGF,8.95945474
CELSR3,1.98266541
CELSR2,2.96797461
MEGF6,0
MEGF8,2.99674449
MEGF9,1.99940074
EGFR,26.67095653
EGR1,2.75424746
EGR2,3.32222052
EGR3,0
EGR4,0
EHHADH,2.70023042
EIF1AX,0
EIF2S1,11.35146496
EIF2B1,4.64507213
EIF2S3,4.65052405
EPHA2,11.68718164
EIF4A1,5.75945016
EIF4A2,2.08917222
EIF4B,2.83036858
EIF4E,9.16355533
EIF4EBP1,1.24285218
EIF4EBP2,0
EIF4G1,6.745915
EIF4G2,3.92526639
EIF5,3.7368374
EIF5A,6.80546066
EIF5A,6.80546066
CELA1,0
ELANE,8.88970471
ELANE,8.88970471
SERPINB1,5.87662381
ELAVL2,0
ELAVL1,6.82672705
ELF1,1.61745951
ELF2,3.48554344
ELF3,3.62407188
ELF4,2.50205759
ELF5,1.86907763
ELK1,5.86225364
ELK3,2.46525004
ELK4,2.81650798
ELN,3.2718241
EML1,6.31833094
EMD,12.45684329
MARK2,8.85320537
EMP1,2.85393962
EMP2,12.68748448
EMP3,1.98266541
ADGRE1,1.7911073
EMX1,2.80922132
CTTN,17.67909838
CTTN,17.67909838
EMX2,0
EN1,0
EN2,3.61193144
ENDOG,3.77943454
ENG,5.96390914
ENO1,10.79254614
ENO2,8.87930381
ENO3,5.93288368
ENPEP,9.7835374
ENSA,1.95715773
SLC29A1,6.59784679
EP300,6.74512651
EPAS1,4.61235756
EPB41,10.79296239
EPB41L1,2.94848403
EPB41L2,10.83909143
EPB42,2.90334365
DMTN,11.68327177
STOM,15.79390995
EPHA1,4.93301431
EPHA1,4.93301431
EPHA3,6.94366454
EPHA4,21.6853544
EPHA5,10.77611591
EPHA7,8.89544437
EPHA8,5.94368774
EPHB1,13.86606394
EPHB2,11.80084959
EPHB3,7.89109155
EPHB4,7.92327881
EPHB6,6.90043225
EPHB6,6.90043225
EPHX1,2.97111404
EPHX2,3.85488726
STX2,10.8041136
CLN8,4.46123508
CLN8,4.46123508
EPO,3.86548951
EPOR,1.99911604
EPRS1,6.80667454
EPS8,8.96543023
EPS15,10.79259071
NR2F6,1.61745951
ERBB2,12.64363593
ERBB3,9.43863075
ERBB4,12.73724857
ERCC1,6.07708764
ERCC2,9.37182127
EREG,3.94140898
EYA4,1.86907763
ERCC3,6.31901613
ERCC4,6.82168733
ERCC5,4.3333657
ERCC6,2.91837336
ERF,2.81650798
ERG,2.95965513
ERH,1.97880881
ERN1,9.35804487
ERV3-1,0
FBL,10.7806135
FBL,10.7806135
ESD,3.87932259
ESR1,11.79347495
ESR2,3.75022482
ESRRA,5.7403559
ESRRB,4.57817203
ESRRG,0
ETF1,3.39591152
ETFA,1.47083869
ETFB,2.58905868
ETFDH,2.51656235
ETS1,3.69550887
ETS2,3.88033472
ETV1,0
ETV2,0
ETV3,2.72131041
ETV4,2.25891168
ETV5,2.86382867
ETV6,2.85985571
EVC,5.93599484
MECOM,4.28735771
EVI2A,0
EVI2B,0
EVPL,7.91488058
EVX1,0
EWSR1,3.86737324
EXT1,5.29218714
EXT2,7.59396549
EXTL1,1.99205705
EXTL2,3.93903667
EXTL3,3.60313004
EYA1,4.66567001
EYA2,3.57747775
EYA3,4.72361598
EZH1,1.4379109
EZH2,5.36129942
F2,7.86340488
F2R,10.82689343
F2RL1,4.91553292
F2RL2,4.8668822
F3,6.94480618
F5,9.87596677
F7,6.95036735
F8,7.85358364
F9,5.91841243
F10,5.92924216
F11,4.8836143
F12,4.93371393
F13A1,2.95294726
F13B,0
FAAH,3.97409031
FABP4,4.7842064
FABP1,5.9494517
FABP2,0
FABP3,3.9262616
FABP5,10.89058658
FABP6,2.77954856
FABP7,5.87862303
FANCA,3.48144187
FANCC,4.52641518
FANCD2,5.36115738
FANCE,2.19512266
ACSL1,6.84423523
ACSL3,8.67501914
ACSL4,9.93573522
FAH,1.99992492
PTK2B,17.74893833
BPTF,9.7049338
FANCB,0.95864027
FANCF,0.95864027
FANCG,5.58441804
FAP,11.74867169
FBLN1,7.22094859
FARSA,3.62460015
FASN,6.80950346
FAT1,8.9580197
FAT2,4.99324403
FBLN2,3.59617499
FBN1,6.45844108
FBN2,2.76008201
EFEMP1,4.48280235
FBP1,3.8161249
FCAR,5.669428
FCAR,5.669428
FCAR,5.669428
FCAR,5.669428
FCAR,5.669428
FCAR,5.669428
FCAR,5.669428
FCAR,5.669428
FCAR,5.669428
FCAR,5.669428
FCAR,5.669428
FCER1A,2.80622297
MS4A2,3.57113866
FCER1G,6.75240653
FCER2,3.81833398
FCGR1A,3.95316524
,3.95316524
FCGR2A,2.98923933
FCGR2B,4.80430267
FCGR3A,3.93531043
FCGR3B,4.98868013
FCGRT,1.98266541
FKTN,5.30486759
FCN1,4.93285694
FCN2,3.91910639
"",2.87518539
FDFT1,2.87518539
FDPS,2.7113023
FDX1,1.47083869
FDXR,2.4194034
FECH,2.4194034
FEN1,6.62521836
GPC4,7.91197046
FER,9.74244964
FES,6.70564693
FGA,12.81608192
FGB,12.80635589
FGD1,5.72963773
FGF1,4.93536528
FGF2,2.91776365
FGF3,1.98267346
FGF4,1.98267346
FGF5,2.89203741
FGF6,3.92330041
FGF7,1.9994798
FGF8,2.97736619
FGF9,3.88349809
FGF10,5.87126701
FGF11,0
FGF11,0
FGF12,1.99951157
FGF13,13.79179714
FGF14,1.99847248
FGFR1,8.88895569
FGFR3,10.76325181
GPC5,7.93332101
FGFR2,14.73134671
FGFR4,9.71995046
FGG,10.83073133
FGL1,0
FGR,11.8595852
FH,4.69843729
FHIT,4.71536356
FHL1,4.84814882
FHL2,4.81819103
FHL3,3.97005781
VEGFD,3.92621555
FKBP1A,8.75990878
FKBP1B,5.89550148
FKBP2,1.57421714
FKBP3,0
FKBP4,9.79785328
FKBP5,4.91480966
FOXF1,1.90038475
FOXF2,1.90038475
FOXC1,3.74225736
FOXD1,0
FOXD4,0
FOXI1,2.17054135
FOXL1,0
FOXE3,1.90038475
FOXJ1,0
FOXC2,2.08001096
FOXE1,0
FOXM1,0
FOXD2,0
FOXS1,0
FOXO1,4.45291577
FOXO3,7.51992201
FLG,5.71394445
FLI1,2.83205121
FLII,4.96886619
FLII,4.96886619
MLANA,4.71392113
FLNA,18.77995174
FLNB,11.82472229
FLNC,8.60862883
FLOT2,18.80035839
FLT1,7.95538128
FLT3,8.76997499
FLT3LG,5.91203442
FLT4,5.95572568
FMO1,3.90737749
FMO2,2.9191099
FMO3,3.93542472
FMO4,2.97111404
FMO5,4.88263979
FMOD,5.72299559
FMR1,44.38622266
AFF2,2.87367556
FN1,10.68924706
FNTA,5.576729
FNTB,2.83557185
FOLH1,5.88636847
FOLR1,15.6709033
FOLR2,4.88655644
FOLR3,5.93362888
FOS,7.82579827
FOSB,2.0511703
FOSL2,1.61745951
FPGS,4.40545875
FPR1,5.72087579
FPR2,6.66010498
FPR3,1.98266541
FXN,3.51725478
FRK,7.89642683
MTOR,15.61294468
FRG1,4.63752605
FRG1,4.63752605
FRG1,4.63752605
FRG1,4.63752605
FRZB,4.92922532
FSHB,3.87603523
CENPI,3.712128
FSHR,4.8845019
NR5A2,3.59369752
FTH1,8.76157338
FTL,7.88632366
ADAM2,3.89122346
ADAM2,3.89122346
NR5A1,2.43786208
FUCA1,5.84149521
FUCA2,5.91437005
GAST,1.70705006
FUS,5.95070335
FUT1,3.9478456
FUT2,3.95436472
FUT3,4.88140048
FUT4,5.91994446
FUT5,2.91349501
FUT6,3.95436472
FUT7,3.93421578
FUT8,6.8071567
KDSR,4.94047995
ACKR1,3.84774155
FYB1,4.94211146
FYN,13.75221551
FZD2,4.98405292
IFI6,2.98859262
G6PC,2.61734925
G6PD,5.90678742
SLC37A4,4.70255219
SLC37A4,4.70255219
XRCC6,14.55255082
GAA,8.66819698
GAB1,0
GABBR1,8.84810219
GABBR1,8.84810219
GABBR1,8.84810219
GABBR1,8.84810219
GABBR1,8.84810219
GABBR1,8.84810219
GABBR1,8.84810219
GABPA,2.50135649
GABPB1,2.79977521
GABRA1,11.90746681
GABRA2,10.90798904
GABRA3,9.89882218
GABRA4,9.89882218
GABRA5,13.87346384
GABRA6,9.89882218
GABRB1,10.93530916
GABRB2,10.95487882
GABRB3,8.94897019
GABRD,6.97658113
GABRE,8.93909412
GABRG1,9.93128719
GABRG2,11.88259422
GABRG3,9.89882218
GABRP,6.97658113
GABRR1,7.94135194
GABRR2,7.94135194
GAD1,7.93227861
GAD2,10.91229731
GAK,8.72937052
GALC,1.5097116
GALE,0
B4GALNT1,3.84516666
GALK1,3.89905549
GALK2,1.24285218
GALR1,3.81588039
GALNS,3.93436298
GALNT1,7.73663765
GALNT2,8.30707654
GALNT3,6.8071567
GALT,1.77919729
GAMT,2.61026656
GAP43,5.92954493
GAPDH,13.70329039
LRRC32,1.99890994
GARS1,6.70313011
GART,1.99992492
GART,1.99992492
GAS1,2.85920889
GAS2,2.99393695
GAS6,6.85234759
GAS8,6.60136382
GATA1,4.88341161
GATA2,2.75424746
GATA3,2.50135649
GATA4,3.06807026
GATA4,3.06807026
GATA6,2.52445687
GATM,3.733972
GBA,4.84156027
GBA,4.84156027
NIPSNAP2,1.7768493
GBE1,2.80599269
GBP1,7.81305004
GBP2,7.38872915
GBP3,3.32438054
GBX1,0
GBX2,0
GC,5.80998633
GCDH,1.47083869
GCG,3.92427896
GCGR,3.88269719
GCGR,3.88269719
GCH1,7.74847463
GCHFR,7.78712351
GCK,2.80882657
GCKR,4.45291577
BLOC1S1,7.73256863
KAT2A,9.54320798
NR6A1,2.77765356
GCNT1,4.6753174
GCNT2,3.92028495
GCNT2,3.92028495
OPN1MW,3.82399484
GCSH,2.67121038
GDF1,0
GDF2,3.85244898
MSTN,1.99828907
GDF9,1.99828907
GDF10,1.81373212
GDI1,7.75950009
GDI2,10.87477595
GDNF,1.98267346
GEM,5.82117194
GFAP,7.77552308
GFER,3.85790099
GFI1,4.26433057
GFPT1,1.99992492
GFRA1,6.92354277
GFRA2,5.89336371
GFRA3,5.92133061
GGCX,2.93997125
GGT1,3.97151139
,1.99980452
,2.75708356
B4GALT1,15.80685167
GGT7,0
GGT5,2.76090409
GH1,3.95387405
GH2,2.92399452
GHR,10.88197512
GHRH,6.82162768
GHRHR,8.80923156
GHSR,4.94141822
CBLIF,5.97620585
GIP,4.95013216
GIPR,1.98266541
GJA1,24.59899632
GJA3,1.99217392
GJA4,2.93212598
GJA5,4.93762
GJA8,1.90797769
GJB1,3.92539945
GJB2,3.95644484
GJB3,5.94421881
GJB5,1.99217392
GK,4.74080471
GK2,3.88304062
GLA,6.74422412
GPC3,7.83095879
GLB1,9.4426025
GCLC,1.5830462
GCLM,1.5830462
GLDC,5.62801695
GLE1,7.66203073
GLG1,5.93508236
GLI1,6.72555975
GLI2,10.59785033
GLI3,10.61535576
GLI4,0
GLO1,4.84422882
GLP1R,3.81588039
GLRA1,14.84925595
GLRA2,7.88627575
GLRB,9.8790057
GLS,2.58905868
GLRX,2.97639148
GLUD1,2.59674827
GLUD2,1.74326765
GLUD2,1.74326765
GLUL,9.84933197
GM2A,6.97107298
GMDS,2.80599269
GMFB,0
GML,3.91145626
GMPR,1.9995403
GNA11,5.96649039
GNA12,5.84449248
GNA15,1.93469528
GNAI1,10.88353692
GNAI2,12.87223051
GNAI3,13.82481847
GNAL,2.98240484
GNAO1,4.85292187
GNAQ,8.92670983
GNAS,5.98324176
GNAT1,10.70462795
GNAT2,4.87857634
GNAZ,6.90199248
GNB1,13.80216054
GNB2,11.89332662
GNB3,4.95357074
GNG3,4.94112808
GNG4,2.98240484
GNG5,4.95456142
GNG7,2.98240484
GNG10,1.93469528
GNG11,1.93469528
GNGT1,4.87857634
GNGT2,1.93469528
GNL1,1.99951157
GNL1,1.99951157
GNL1,1.99951157
GNL1,1.99951157
GNL1,1.99951157
GNL1,1.99951157
GNL1,1.99951157
GNL1,1.99951157
GNRH1,8.90051543
GNRH2,1.70705006
GNRHR,2.81500504
GNS,4.83470969
GOLGA1,5.34078208
GOLGA2,9.06691898
GOLGA3,10.21102396
GOLGA4,6.41188344
GOLGB1,6.30461701
GOT1,6.78869377
GOT2,9.84837615
SFN,4.86230485
GP1BA,5.86173582
GP1BB,1.74820254
GP2,3.98657297
GP5,2.93433955
GP9,1.74820254
GPC1,13.85484062
GPD1,2.90772038
GPD2,1.95941645
GPI,7.89909712
GPI,7.89909712
GPLD1,7.83886041
GPM6A,8.89537102
GPM6B,2.96465544
GPR1,4.9108616
GPR1,4.9108616
CCR10,4.76888096
GPR3,1.97547522
GPR4,1.74820254
XCR1,2.59892695
GPR6,0
NPBWR1,3.86190683
NPBWR2,3.86190683
NPBWR2,3.86190683
CXCR3,3.74765466
PRLHR,1.74820254
GPR12,0
UTS2R,4.85015322
GPR15,2.91771647
GPR17,1.74820254
GPR18,3.87638825
GPR19,0
GPR20,2.9272868
GPR20,2.9272868
GPR21,1.98266541
GPR22,0
GPR22,0
LPAR4,3.89598186
MCHR1,4.87481662
GPR25,1.74820254
GPR26,2.93608116
GPR27,1.98266541
GPER1,26.460427
GPR31,1.74820254
GPR32,1.74820254
GPR34,0
GPR35,1.74820254
GPR37,5.91943017
MLNR,1.98266541
GPR39,1.74820254
FFAR1,1.74820254
FFAR3,1.74820254
GPR42,0
FFAR2,2.80622297
GRK4,4.9255102
GRK5,4.82353959
GRK6,1.84288981
MKNK2,3.97600641
GPS1,2.78890887
GPS2,4.75495891
GPS2,4.75495891
GPT,1.99992492
GPX1,4.48658134
GPX2,1.24285218
GPX3,2.78917913
GPX4,5.82465608
"",2.91520942
GPX5,2.91520942
GPX7,2.85010311
GRB2,12.67079781
GRB7,4.93579435
GRB10,3.83539635
GRB14,4.75649287
RAPGEF1,6.46303226
GRIA1,20.69356934
GRIA2,12.80933574
GRIA3,4.95959375
GRIA4,7.96791902
GRID1,5.92041338
GRID2,7.85992127
GRN,5.80609596
GRIK1,6.70439895
GRIK2,10.78738423
GRIK3,11.78035836
GRIK4,6.70439895
GRIK5,11.83277612
GRIN1,18.74679454
GRIN2A,12.71445217
GRIN2B,10.67917885
GRIN2C,6.81560077
GRIN2D,6.81560077
GRINA,2.70749673
NR3C1,8.54887221
ARHGAP35,4.90479684
GRM1,6.73081236
GRM2,6.87188014
GRM3,6.76889741
GRM4,4.84793464
GRM5,4.89536743
GRM6,6.91327458
GRM7,11.82210029
GRM8,2.75296847
CXCL1,3.88097337
CXCL2,1.70705006
CXCL3,1.70705006
GRP,2.92453915
PDIA3,10.7899866
GRPR,1.74820254
GRSF1,3.72111752
GSC2,0
GSK3A,7.83591425
GSK3B,11.71939094
GSN,20.65484292
GSPT1,2.50829628
GSR,4.87458385
GSS,1.99992492
GSTA1,1.99992492
GSTA2,1.99992492
GSTA3,1.99992492
GSTA4,0
GSTM1,2.79469882
GSTM2,4.86873718
GSTM3,5.91541241
GSTM4,2.79469882
GSTM5,1.99921323
GSTP1,12.76726354
GSTT1,2.80599269
GSTT2,1.99984027
GSTZ1,2.58905868
MSH6,6.45720028
GTF2A1,5.69919151
GTF2A2,3.50816567
GTF2B,7.53549736
GTF2E1,5.6530232
GTF2E2,5.25355141
GTF2F1,6.55904471
GTF2F2,4.82705511
GTF2H1,2.53842818
GTF2H1,2.53842818
GTF2H2,4.75908686
GTF2H2,4.75908686
GTF2H3,6.14526592
GTF2H4,5.64036722
GTF2H4,5.64036722
GTF2H4,5.64036722
GTF2H4,5.64036722
GTF2H4,5.64036722
GTF2H4,5.64036722
GTF2I,4.92898306
GTF3A,1.61745951
BRF1,1.72061672
GTF3C1,5.71090391
GTF3C2,1.72061672
GUCA1A,1.98777074
GUCA1B,1.98777074
GUCA2A,0
GUCA2B,2.99263743
GUCY1A1,0
GUCY1B1,1.99141767
GUCY2C,3.97288159
GUCY2F,4.93769469
GUK1,0
GUSB,8.80259842
GYG1,5.83862273
GYPA,2.85393962
GYPB,1.74820254
GYPC,3.89876606
GYPE,1.74820254
GYS1,3.61402981
GYS2,5.27569072
GZMH,2.93858785
GUCY2D,4.93769469
GZMA,2.99475969
GZMB,6.51181471
GZMK,0
GZMM,1.92196312
H1-0,7.23573633
H1-2,3.63026107
H1-3,2.22388254
H1-4,2.6039535
H1-5,3.41501465
H1-6,1.95917837
H2AC8,3.89065923
H2AC7,3.89065923
H2AX,12.15777334
H2AZ1,6.21310111
H2BC5,4.90331753
H2BC3,4.74250994
H3-3A,9.42770982
H3-3B,9.42770982
H1-1,4.76889913
HABP2,1.70705006
HSD17B10,4.69656652
HAGH,1.90911553
HADHA,3.37765953
HADHB,5.96630905
HADH,3.5617541
HAL,0
HARS1,2.39001482
HAS1,2.86715585
HAS2,1.98984888
HAS3,4.90891827
HBA1,9.86824491
HBA2,9.86824491
HBM,1.97551967
HBB,9.80335995
HBD,3.89888239
HBE1,3.89888239
HBG1,2.78884953
HBG2,3.89888239
HBQ1,1.97551967
HBZ,2.99238796
HCCS,1.6697435
SERPIND1,3.90201044
HCFC1,12.39373925
HCK,10.8281844
HCLS1,5.51061142
HCRT,6.86607188
HCRTR1,1.74820254
HCRTR2,1.74820254
HTT,14.27943888
HDAC1,9.34571413
HDAC2,7.44445814
HDC,0
HDGF,5.92318308
HDLBP,3.97528623
HELLS,2.62663849
NCKAP1L,7.8679724
HEXA,3.97929791
HEXB,6.84725479
CFH,3.50998933
HFE,12.72102078
CFHR1,3.61022922
CFHR2,1.92196312
HGD,2.80599269
HGF,2.97904975
HGFAC,3.93508875
NRG1,10.93726445
HHEX,2.95965513
HIC1,3.80044985
HIF1A,10.49340258
HIP1,14.64062683
UBE2K,2.97284803
HINT1,5.90623418
HIVEP1,3.16996954
HIVEP2,0
HK1,2.7589195
HK2,2.98451314
HK3,3.8249471
ZBTB48,2.93822686
HLA-A,10.54543118
HLA-A,10.54543118
HLA-A,10.54543118
HLA-A,10.54543118
HLA-A,10.54543118
HLA-A,10.54543118
HLA-B,10.54543118
HLA-B,10.54543118
HLA-B,10.54543118
HLA-B,10.54543118
HLA-B,10.54543118
HLA-B,10.54543118
HLA-C,10.54543118
HLA-C,10.54543118
HLA-C,10.54543118
HLA-C,10.54543118
HLA-C,10.54543118
HLA-C,10.54543118
HLA-C,10.54543118
HLA-DMA,6.94354777
HLA-DMA,6.94354777
HLA-DMA,6.94354777
HLA-DMA,6.94354777
HLA-DMA,6.94354777
HLA-DMA,6.94354777
HLA-DMA,6.94354777
HLA-DMA,6.94354777
HLA-DMB,3.97512429
HLA-DMB,3.97512429
HLA-DMB,3.97512429
HLA-DMB,3.97512429
HLA-DMB,3.97512429
HLA-DMB,3.97512429
HLA-DMB,3.97512429
HLA-DMB,3.97512429
MNX1,2.85985571
HLA-DOA,4.935828
HLA-DOA,4.935828
HLA-DOA,4.935828
HLA-DOA,4.935828
HLA-DOA,4.935828
HLA-DOA,4.935828
HLA-DOA,4.935828
HLA-DOB,4.91448643
HLA-DOB,4.91448643
HLA-DOB,4.91448643
HLA-DOB,4.91448643
HLA-DOB,4.91448643
HLA-DOB,4.91448643
HLA-DPA1,13.35537738
HLA-DPA1,13.35537738
HLA-DPA1,13.35537738
HLA-DPA1,13.35537738
HLA-DPA1,13.35537738
HLA-DPA1,13.35537738
HLA-DPA1,13.35537738
HLA-DPA1,13.35537738
HLA-DPB1,12.35772995
HLA-DPB1,12.35772995
HLA-DPB1,12.35772995
HLA-DPB1,12.35772995
HLA-DPB1,12.35772995
HLA-DPB1,12.35772995
HLA-DPB1,12.35772995
HLA-DPB1,12.35772995
HLA-DQA1,12.35448238
HLA-DQA1,12.35448238
HLA-DQA1,12.35448238
HLA-DQA1,12.35448238
HLA-DQA1,12.35448238
HLA-DQA1,12.35448238
HLA-DQA2,12.35448238
HLA-DQA1,12.35448238
HLA-DQA2,11.26493106
HLA-DQA2,11.26493106
HLA-DQA2,11.26493106
HLA-DQA2,11.26493106
HLA-DQA2,11.26493106
HLA-DQA2,11.26493106
HLA-DQA1,11.26493106
HLA-DQA2,11.26493106
HLA-DQA2,11.26493106
HLA-DQB1,11.2666372
HLA-DQB1,11.2666372
HLA-DQB1,11.2666372
HLA-DQB1,11.2666372
HLA-DQB1,11.2666372
HLA-DQB1,11.2666372
HLA-DQB1,11.2666372
HLA-DQB2,10.14691031
HLA-DQB2,10.14691031
HLA-DQB2,10.14691031
HLA-DQB2,10.14691031
HLA-DQB2,10.14691031
HLA-DQB2,10.14691031
HLA-DQB2,10.14691031
HLA-DQB2,10.14691031
HLA-DRA,14.48467393
HLA-DRA,14.48467393
HLA-DRA,14.48467393
HLA-DRA,14.48467393
HLA-DRA,14.48467393
HLA-DRA,14.48467393
HLA-DRA,14.48467393
HLA-DRB1,13.4823095
HLA-DRB1,13.4823095
HLA-DRB1,13.4823095
HLA-DRB1,13.4823095
HLA-DRB1,13.4823095
HLA-DRB1,13.4823095
HLA-DRB3,12.40120706
HLA-DRB3,12.40120706
HLA-DRB3,12.40120706
HLA-DRB4,10.21169988
HLA-DRB4,10.21169988
HLA-DRB4,10.21169988
HLA-DRB5,11.33532656
HLF,0
HLA-E,10.74183897
HLA-E,10.74183897
HLA-E,10.74183897
HLA-E,10.74183897
HLA-E,10.74183897
HLA-E,10.74183897
HLA-E,10.74183897
HLA-F,10.68228694
HLA-F,10.68228694
HLA-F,10.68228694
HLA-F,10.68228694
HLA-F,10.68228694
HLA-F,10.68228694
HLA-F,10.68228694
HLA-G,9.73561954
HLA-G,9.73561954
HLA-G,9.73561954
HLA-G,9.73561954
HLA-G,9.73561954
HLA-G,9.73561954
HLA-G,9.73561954
HLA-G,9.73561954
,10.66259837
MR1,5.93391588
HLCS,4.60712534
HLX,0
HMBS,1.24285218
HMGB1,12.81918482
HMGB2,9.70473623
HMGB3,2.77591409
HMGN1,3.74543107
HMGN2,3.92750208
HMGCL,4.25702148
HMGCR,3.83308022
HMGCS1,1.24285218
HMGCS2,1.47083869
HMGA1,6.75732215
HMMR,5.87112341
HMOX1,8.79419022
HMOX2,3.93703349
HMOX2,3.93703349
NR4A1,4.71916302
HMX1,0
HMX1,0
